dd-mm-yyyy,Draw#,Numbers,Power Ball,Multiplier,Jackpot,Wins
04-May-22,2116,"[5, 14, 22, 24, 31]",1,1,4565442.96,0
07-May-22,2117,"[1, 9, 11, 26, 30]",7,1,5248398.42,0
11-May-22,2118,"[1, 4, 22, 23, 27]",1,1,5831639.99,0
14-May-22,2119,"[4, 16, 19, 25, 34]",6,1,6609514.71,0
18-May-22,2120,"[1, 2, 4, 7, 28]",10,1,7353689.92,0
21-May-22,2121,"[1, 12, 26, 29, 31]",7,1,8273217.52,0
25-May-22,2122,"[2, 4, 9, 10, 25]",2,1,9169283.1,0
28-May-22,2123,"[12, 13, 16, 33, 34]",4,1,10349235.22,0
03-May-23,2219,"[7, 15, 16, 21, 23]",1,10,2000000.0,0
06-May-23,2220,"[11, 13, 15, 20, 29]",7,10,2022895.98,0
10-May-23,2221,"[7, 14, 17, 20, 31]",4,3,2381738.56,0
13-May-23,2222,"[6, 10, 18, 27, 28]",4,3,2816733.27,1
17-May-23,2223,"[2, 9, 10, 20, 26]",1,1,2000000.0,0
20-May-23,2224,"[2, 18, 25, 32, 34]",2,3,2000000.0,0
24-May-23,2225,"[1, 5, 14, 28, 33]",3,4,2000000.0,0
27-May-23,2226,"[2, 8, 22, 24, 28]",5,20,2000000.0,0
31-May-23,2227,"[15, 18, 19, 28, 34]",4,4,2000000.0,0
02-Jun-10,929,"[3, 13, 14, 31, 34]",2,1,5170673.15,0
5-Jun-10,930,"[5, 8, 10, 12, 27]",2,1,5860501.78,0
9-Jun-10,931,"[4, 7, 19, 21, 30]",7,1,6637471.35,0
12-Jun-10,932,"[3, 4, 5, 10, 13]",10,1,7.0,1
16-Jun-10,933,"[11, 16, 25, 27, 35]",5,1,1.0,1
19-Jun-10,934,"[1, 12, 17, 21, 32]",3,1,1000000.0,0
23-Jun-10,935,"[2, 11, 16, 27, 31]",8,1,1000000.0,0
26-Jun-10,936,"[11, 17, 21, 33, 35]",3,1,1202421.08,0
30-Jun-10,937,"[6, 26, 33, 34, 36]",6,1,1490055.08,0
01-Jun-11,1033,"[9, 13, 17, 28, 29]",6,1,1000000.0,0
03-Jun-11,1034,"[2, 7, 9, 11, 36]",5,1,1000000.0,0
08-Jun-11,1035,"[10, 12, 23, 25, 35]",6,1,1000000.0,0
11-Jun-11,1036,"[1, 13, 18, 21, 31]",6,1,1205190.65,0
15-Jun-11,1037,"[2, 5, 7, 11, 14]",2,1,1476260.63,0
18-Jun-11,1038,"[3, 8, 13, 19, 21]",10,1,1843162.09,0
22-Jun-11,1039,"[11, 12, 16, 21, 29]",4,1,2134102.45,0
25-Jun-11,1040,"[6, 9, 30, 32, 33]",1,1,2506093.19,0
29-Jun-11,1041,"[1, 5, 6, 25, 32]",2,1,2829937.74,0
02-Jun-12,1138,"[1, 2, 8, 32, 33]",2,1,1.0,1
06-Jun-12,1139,"[10, 11, 12, 26, 33]",1,1,1.0,0
09-Jun-12,1140,"[3, 11, 24, 26, 28]",2,1,1689974.79,0
13-Jun-12,1141,"[2, 12, 13, 26, 28]",5,1,2.0,0
16-Jun-12,1142,"[6, 10, 12, 33, 34]",10,1,2.0,0
20-Jun-12,1143,"[5, 19, 22, 29, 30]",8,1,2957656.16,0
23-Jun-12,1144,"[12, 27, 28, 31, 32]",5,1,3528416.88,0
27-Jun-12,1145,"[2, 11, 20, 22, 25]",5,1,4122482.98,0
30-Jun-12,1146,"[5, 6, 7, 20, 27]",2,1,4893618.76,0
01-Jun-13,1241,"[25, 29, 30, 31, 34]",7,1,2630065.81,0
05-Jun-13,1242,"[4, 18, 26, 29, 33]",6,1,3178748.37,0
08-Jun-13,1243,"[7, 16, 25, 26, 35]",5,1,3819653.48,0
12-Jun-13,1244,"[2, 5, 15, 26, 30]",9,1,4400713.86,0
15-Jun-13,1245,"[12, 14, 17, 27, 32]",6,1,5133415.1,1
19-Jun-13,1246,"[3, 5, 11, 21, 28]",9,1,2000000.0,0
22-Jun-13,1247,"[1, 7, 12, 26, 33]",10,1,2000000.0,0
26-Jun-13,1248,"[5, 20, 22, 26, 33]",1,1,2000000.0,0
29-Jun-13,1249,"[3, 12, 20, 29, 34]",1,1,2000000.0,0
04-Jun-14,1344,"[4, 8, 11, 25, 35]",8,1,1.0,1
07-Jun-14,1345,"[1, 7, 20, 31, 32]",8,1,2000000.0,0
11-Jun-14,1346,"[12, 25, 30, 31, 32]",4,1,2000000.0,0
14-Jun-14,1347,"[3, 6, 15, 28, 29]",1,1,2000000.0,0
18-Jun-14,1348,"[9, 11, 15, 20, 29]",6,1,2375808.81,0
21-Jun-14,1349,"[15, 19, 23, 28, 29]",8,1,2866561.18,0
25-Jun-14,1350,"[1, 20, 22, 33, 34]",8,1,3334315.25,0
28-Jun-14,1351,"[3, 13, 16, 30, 31]",6,1,3964883.42,0
03-Jun-15,1448,"[8, 19, 23, 33, 34]",2,1,2000000.0,0
6-Jun-15,1449,"[1, 5, 16, 29, 35]",6,1,2000000.0,0
11-Jun-15,1450,"[11, 15, 22, 26, 27]",10,1,2000000.0,0
13-Jun-15,1451,"[14, 19, 24, 29, 32]",9,1,2350230.6,0
17-Jun-15,1452,"[2, 5, 8, 12, 25]",4,1,2809840.79,0
20-Jun-15,1453,"[1, 3, 6, 18, 33]",3,1,3310271.86,0
24-Jun-15,1454,"[1, 8, 12, 13, 35]",10,1,3807453.71,0
27-Jun-15,1455,"[2, 11, 16, 30, 34]",2,1,4.0,0
01-Jun-16,1550,"[5, 6, 20, 21, 25]",9,1,9357431.9,1
04-Jun-16,1551,"[1, 7, 8, 19, 22]",6,1,2000000.0,0
08-Jun-16,1552,"[2, 10, 14, 19, 35]",2,1,2000000.0,0
11-Jun-16,1553,"[3, 15, 20, 25, 26]",3,1,2000000.0,0
15-Jun-16,1554,"[1, 22, 24, 25, 27]",3,1,2000000.0,0
18-Jun-16,1555,"[7, 9, 17, 26, 35]",2,1,2474742.09,0
22-Jun-16,1556,"[1, 7, 19, 25, 30]",4,1,2917759.11,0
25-Jun-16,1557,"[12, 13, 19, 34, 35]",7,1,3492588.95,0
29-Jun-16,1558,"[12, 20, 22, 24, 25]",2,1,4001219.34,0
03-Jun-17,1653,"[14, 27, 29, 30, 33]",10,1,9190130.39,0
07-Jun-17,1654,"[2, 3, 24, 27, 29]",6,1,10168854.6,0
10-Jun-17,1655,"[1, 4, 9, 22, 28]",1,1,11359503.16,0
14-Jun-17,1656,"[1, 9, 15, 33, 34]",1,1,12468415.59,0
17-Jun-17,1657,"[4, 7, 22, 27, 34]",2,1,13733386.03,0
21-Jun-17,1658,"[13, 15, 17, 22, 31]",8,1,14938803.58,0
24-Jun-17,1659,"[5, 9, 11, 17, 22]",3,1,16566550.46,1
28-Jun-17,1660,"[1, 9, 10, 15, 33]",1,1,2000000.0,0
02-Jun-18,1755,"[5, 12, 21, 22, 28]",2,1,3803148.82,0
06-Jun-18,1756,"[4, 9, 12, 29, 33]",3,1,4322198.37,0
09-Jun-18,1757,"[2, 7, 9, 13, 32]",1,1,4951911.47,0
13-Jun-18,1758,"[7, 8, 13, 24, 30]",1,1,5502151.37,0
16-Jun-18,1759,"[3, 13, 17, 29, 31]",3,1,6143369.55,0
20-Jun-18,1760,"[2, 17, 18, 25, 29]",8,1,6681194.83,0
23-Jun-18,1761,"[9, 17, 30, 31, 33]",10,1,7388327.29,0
27-Jun-18,1762,"[2, 5, 20, 26, 27]",2,1,8035298.44,0
30-Jun-18,1763,"[1, 2, 5, 25, 33]",3,1,8908394.23,0
01-Jun-19,1858,"[6, 12, 14, 17, 22]",9,1,2000000.0,0
08-Jun-19,1859,"[8, 20, 22, 30, 33]",10,1,2609585.8,0
12-Jun-19,1860,"[8, 9, 21, 26, 27]",3,1,3055520.32,0
15-Jun-19,1861,"[2, 12, 25, 29, 30]",5,1,3655555.28,0
19-Jun-19,1862,"[1, 6, 8, 30, 35]",2,1,4075540.33,0
22-Jun-19,1863,"[15, 16, 23, 26, 32]",8,1,4653805.32,1
26-Jun-19,1864,"[12, 19, 23, 29, 31]",5,1,2000000.0,1
29-Jun-19,1865,"[5, 6, 11, 13, 34]",5,1,2000000.0,0
03-Jun-20,1943,"[7, 11, 14, 18, 33]",2,1,2000000.0,0
06-Jun-20,1944,"[4, 6, 9, 27, 29]",1,1,2000000.0,0
10-Jun-20,1945,"[2, 3, 4, 24, 25]",9,1,2172820.79,0
13-Jun-20,1946,"[2, 10, 25, 33, 35]",6,1,2566079.26,0
17-Jun-20,1947,"[11, 15, 20, 22, 23]",3,1,2943362.57,0
20-Jun-20,1948,"[9, 11, 15, 22, 30]",1,1,3426997.11,0
24-Jun-20,1949,"[20, 22, 26, 27, 32]",5,1,3871914.07,1
27-Jun-20,1950,"[7, 16, 19, 23, 34]",4,1,2000000.0,0
01-Jun-22,2124,"[6, 15, 23, 25, 32]",8,1,11419548.02,0
04-Jun-22,2125,"[1, 3, 9, 23, 32]",3,1,1.0,1
08-Jun-22,2126,"[2, 4, 13, 26, 31]",2,1,14046257.47,0
11-Jun-22,2127,"[2, 6, 8, 33, 35]",10,1,15695394.46,1
15-Jun-22,2128,"[8, 12, 14, 16, 21]",4,1,2000000.0,0
18-Jun-22,2129,"[4, 5, 15, 25, 33]",9,1,2000000.0,0
22-Jun-22,2130,"[3, 17, 25, 26, 27]",9,1,2000000.0,0
25-Jun-22,2131,"[3, 5, 12, 22, 33]",5,1,2000000.0,0
29-Jun-22,2132,"[8, 12, 19, 20, 27]",3,1,2000000.0,0
03-Jun-23,2228,"[3, 9, 15, 18, 33]",5,4,2241521.12,0
07-Jun-23,2229,"[4, 5, 7, 19, 26]",7,20,2605774.88,0
10-Jun-23,2230,"[2, 13, 17, 18, 35]",7,5,3042469.62,0
14-Jun-23,2231,"[7, 21, 28, 31, 34]",9,20,3432377.06,0
17-Jun-23,2232,"[6, 10, 15, 17, 28]",3,3,3939259.4,0
21-Jun-23,2233,"[2, 8, 10, 20, 30]",4,3,4348927.11,0
24-Jun-23,2234,"[7, 12, 23, 30, 34]",8,5,4901038.95,0
28-Jun-23,2235,"[1, 3, 5, 13, 24]",6,4,5380598.7,0
03-Jul-10,938,"[3, 17, 31, 34, 35]",7,1,1867266.97,0
07-Jul-10,939,"[5, 7, 15, 30, 34]",9,1,2166736.16,0
10-Jul-10,940,"[6, 20, 26, 28, 31]",10,1,2565810.69,0
14-Jul-10,941,"[1, 11, 21, 30, 33]",3,1,2800000.0,0
17-Jul-10,942,"[10, 20, 21, 31, 36]",8,1,3334618.47,0
21-Jul-10,943,"[2, 16, 23, 31, 36]",8,1,3719582.66,0
24-Jul-10,944,"[1, 25, 28, 31, 36]",1,1,4249461.48,0
28-Jul-10,945,"[2, 22, 24, 27, 28]",6,1,4713274.98,0
31-Jul-10,946,"[4, 5, 20, 28, 34]",9,1,5379363.32,0
02-Jul-11,1042,"[6, 12, 22, 26, 27]",5,1,3261319.66,0
06-Jul-11,1043,"[1, 3, 9, 14, 31]",8,1,3636160.22,0
09-Jul-11,1044,"[14, 28, 29, 30, 36]",5,1,4095041.63,0
13-Jul-11,1045,"[5, 22, 24, 29, 35]",9,1,4560048.89,1
16-Jul-11,1046,"[1, 12, 16, 21, 29]",2,1,1000000.0,0
20-Jul-11,1047,"[2, 17, 21, 32, 34]",1,1,1000000.0,0
23-Jul-11,1048,"[18, 26, 27, 35, 36]",8,1,1000000.0,0
27-Jul-11,1049,"[5, 10, 13, 27, 30]",4,1,1241092.38,0
30-Jul-11,1050,"[8, 19, 23, 33, 34]",1,1,1611362.91,0
04-Jul-12,1147,"[4, 14, 30, 32, 35]",7,1,5722552.74,0
07-Jul-12,1148,"[16, 19, 26, 29, 34]",3,1,6757001.02,1
11-Jul-12,1149,"[4, 18, 23, 32, 36]",6,1,1000000.0,0
14-Jul-12,1150,"[1, 8, 19, 22, 31]",4,1,1000000.0,0
18-Jul-12,1151,"[8, 15, 21, 22, 30]",8,1,1000000.0,0
21-Jul-12,1152,"[2, 17, 18, 28, 34]",10,1,1390216.12,0
25-Jul-12,1153,"[3, 4, 10, 16, 33]",10,1,1706468.46,0
28-Jul-12,1154,"[14, 16, 31, 33, 34]",7,1,2137845.81,0
03-Jul-13,1250,"[12, 17, 19, 27, 34]",3,1,2312503.93,0
06-Jul-13,1251,"[2, 4, 7, 10, 13]",7,1,2850717.58,0
10-Jul-13,1252,"[4, 5, 14, 19, 27]",3,1,3315641.36,0
13-Jul-13,1253,"[5, 8, 10, 18, 22]",8,1,3916551.87,0
17-Jul-13,1254,"[6, 12, 18, 22, 31]",10,1,4512936.14,1
20-Jul-13,1255,"[5, 6, 11, 12, 34]",6,1,2000000.0,0
24-Jul-13,1256,"[2, 7, 9, 16, 22]",9,1,2000000.0,0
27-Jul-13,1257,"[3, 4, 8, 21, 32]",6,1,2000000.0,0
31-Jul-13,1258,"[1, 5, 13, 19, 32]",5,1,2000000.0,0
02-Jul-14,1352,"[13, 20, 28, 29, 30]",5,1,4518839.8,0
05-Jul-14,1353,"[9, 13, 16, 29, 30]",4,1,5198909.35,0
09-Jul-14,1354,"[1, 3, 14, 21, 23]",6,1,5791038.91,0
12-Jul-14,1355,"[2, 13, 19, 28, 33]",8,1,6581242.56,0
16-Jul-14,1356,"[17, 21, 25, 29, 34]",4,1,7344971.65,0
19-Jul-14,1357,"[3, 18, 21, 25, 33]",2,1,8240242.94,0
23-Jul-14,1358,"[5, 13, 22, 25, 35]",2,1,9174727.6,0
26-Jul-14,1359,"[2, 4, 5, 17, 34]",9,1,10312591.01,0
30-Jul-14,1360,"[5, 12, 15, 19, 31]",10,1,11260123.72,0
01-Jul-15,1456,"[1, 4, 10, 21, 28]",4,1,5.0,0
4-Jul-15,1457,"[7, 12, 19, 27, 34]",5,1,5820630.46,0
8-Jul-15,1458,"[11, 12, 17, 18, 19]",10,1,6535962.67,0
12-Jul-15,1459,"[5, 9, 16, 17, 31]",1,1,7.0,0
16-Jul-15,1460,"[2, 6, 7, 17, 27]",3,1,8174346.41,0
22-Jul-15,1461,"[2, 3, 6, 14, 32]",9,1,9478506.27,0
25-Jul-15,1462,"[9, 16, 19, 31, 32]",10,1,10583581.02,0
30-Jul-15,1463,"[3, 5, 8, 17, 26]",1,1,11723191.9,1
02-Jul-16,1559,"[3, 5, 10, 20, 23]",8,1,4654851.0,0
09-Jul-16,1560,"[13, 18, 20, 21, 34]",2,1,5465100.65,0
13-Jul-16,1561,"[1, 3, 8, 21, 33]",3,1,6074517.19,0
16-Jul-16,1562,"[4, 5, 7, 22, 28]",8,1,6812362.52,0
20-Jul-16,1563,"[1, 6, 23, 29, 33]",10,1,7503673.63,0
23-Jul-16,1564,"[7, 12, 14, 20, 23]",3,1,8375581.07,0
27-Jul-16,1565,"[14, 16, 27, 28, 29]",5,1,9241913.81,0
30-Jul-16,1566,"[17, 22, 25, 31, 33]",10,1,10359357.22,1
01-Jul-17,1661,"[7, 18, 25, 26, 31]",7,1,2000000.0,0
05-Jul-17,1662,"[10, 11, 12, 22, 25]",3,1,2000000.0,0
08-Jul-17,1663,"[3, 4, 13, 17, 18]",8,1,2000000.0,0
12-Jul-17,1664,"[2, 10, 12, 25, 34]",2,1,2353311.9,0
15-Jul-17,1665,"[1, 4, 10, 12, 18]",6,1,2921924.42,0
19-Jul-17,1666,"[4, 17, 28, 31, 32]",9,1,3401902.57,0
22-Jul-17,1667,"[2, 14, 15, 21, 34]",4,1,3990564.8,0
26-Jul-17,1668,"[3, 7, 9, 27, 33]",9,1,4515415.97,0
29-Jul-17,1669,"[1, 8, 12, 15, 34]",9,1,5181531.2,0
04-Jul-18,1764,"[6, 11, 13, 28, 31]",2,1,9757499.38,0
07-Jul-18,1765,"[8, 21, 25, 26, 35]",3,1,10758712.6,0
11-Jul-18,1766,"[1, 7, 9, 13, 27]",2,1,11653398.89,0
14-Jul-18,1767,"[17, 19, 27, 32, 34]",4,1,12795823.52,0
18-Jul-18,1768,"[5, 8, 9, 26, 27]",1,1,13838421.13,0
21-Jul-18,1769,"[6, 19, 25, 28, 35]",1,1,15122891.86,0
25-Jul-18,1770,"[3, 8, 15, 21, 27]",8,1,16331999.1,0
28-Jul-18,1771,"[9, 11, 25, 29, 35]",8,1,17826159.0,0
03-Jul-19,1866,"[3, 11, 13, 28, 34]",1,1,2000000.0,0
06-Jul-19,1867,"[20, 23, 27, 28, 30]",8,1,2000000.0,0
10-Jul-19,1868,"[7, 15, 27, 28, 30]",1,1,2000000.0,0
13-Jul-19,1869,"[3, 5, 7, 8, 23]",1,1,2411751.95,0
17-Jul-19,1870,"[5, 12, 23, 26, 29]",7,1,2871024.15,0
20-Jul-19,1871,"[5, 6, 28, 29, 34]",2,1,3440454.6,0
24-Jul-19,1872,"[4, 8, 12, 25, 31]",4,1,3942224.39,0
27-Jul-19,1873,"[10, 12, 13, 15, 25]",3,1,4563269.7,0
31-Jul-19,1874,"[5, 8, 23, 27, 30]",1,1,5144637.41,0
01-Jul-20,1951,"[1, 15, 17, 23, 35]",8,1,2000000.0,0
04-Jul-20,1952,"[1, 10, 13, 25, 28]",6,1,2000000.0,0
08-Jul-20,1953,"[3, 28, 30, 33, 35]",2,1,2000000.0,0
11-Jul-20,1954,"[7, 13, 21, 25, 30]",9,1,2215781.86,0
15-Jul-20,1955,"[11, 20, 28, 29, 33]",6,1,2632496.82,0
18-Jul-20,1956,"[2, 5, 13, 20, 29]",6,1,3188190.69,0
22-Jul-20,1957,"[2, 22, 23, 26, 28]",2,1,3649689.02,0
25-Jul-20,1958,"[1, 11, 21, 22, 32]",10,1,4248155.01,0
29-Jul-20,1959,"[6, 7, 16, 18, 20]",5,1,4769729.58,0
02-Jul-22,2133,"[14, 20, 22, 25, 30]",6,1,2077386.98,0
06-Jul-22,2134,"[1, 19, 28, 30, 31]",1,1,2616051.52,0
09-Jul-22,2135,"[9, 20, 21, 22, 31]",2,1,3060684.13,0
13-Jul-22,2136,"[1, 6, 20, 23, 34]",9,1,3613696.43,0
16-Jul-22,2137,"[6, 8, 11, 20, 23]",4,1,4099555.45,0
20-Jul-22,2138,"[4, 8, 11, 21, 22]",4,1,4729252.82,0
23-Jul-22,2139,"[15, 19, 21, 23, 34]",8,1,5270873.48,0
27-Jul-22,2140,"[8, 14, 17, 18, 27]",2,1,6573550.32,0
30-Jul-22,2141,"[1, 4, 18, 23, 35]",5,1,7415423.19,0
01-Jul-23,2236,"[10, 13, 26, 27, 29]",7,4,6038985.3,0
05-Jul-23,2237,"[7, 9, 12, 25, 27]",1,3,1.0,1
08-Jul-23,2238,"[3, 11, 21, 23, 24]",8,20,7321969.14,0
12-Jul-23,2239,"[9, 11, 12, 19, 34]",10,20,1.0,1
15-Jul-23,2240,"[2, 20, 26, 30, 34]",5,10,8783139.82,0
19-Jul-23,2241,"[2, 3, 11, 18, 19]",4,20,9553361.25,0
22-Jul-23,2242,"[6, 13, 22, 26, 33]",3,10,10525794.28,0
26-Jul-23,2243,"[2, 10, 17, 25, 32]",5,20,11412910.61,0
29-Jul-23,2244,"[1, 5, 11, 15, 30]",9,5,12495260.66,0
04-Aug-10,947,"[3, 4, 5, 32, 34]",5,1,5987288.46,0
07-Aug-10,948,"[2, 12, 19, 27, 34]",2,1,6.0,0
11-Aug-10,949,"[6, 23, 24, 27, 32]",10,1,7.0,0
14-Aug-10,950,"[2, 3, 16, 24, 30]",9,1,8740155.05,0
18-Aug-10,951,"[3, 5, 9, 13, 28]",7,1,9896222.15,0
21-Aug-10,952,"[4, 7, 22, 29, 32]",3,1,11414408.04,0
25-Aug-10,953,"[6, 11, 12, 27, 35]",3,1,13087304.3,1
28-Aug-10,954,"[5, 6, 25, 26, 27]",3,1,1000000.0,0
03-Aug-11,1051,"[11, 12, 28, 32, 33]",8,1,1899284.43,0
06-Aug-11,1052,"[8, 16, 19, 29, 32]",5,1,2285989.04,0
10-Aug-11,1053,"[1, 22, 26, 28, 35]",6,1,2602115.83,0
13-Aug-11,1054,"[12, 18, 20, 23, 30]",10,1,3017891.25,0
17-Aug-11,1055,"[2, 17, 28, 34, 36]",4,1,3369340.79,0
20-Aug-11,1056,"[5, 16, 22, 30, 34]",3,1,3817619.28,0
24-Aug-11,1057,"[4, 5, 6, 21, 36]",4,1,4224537.81,0
27-Aug-11,1058,"[7, 10, 27, 29, 30]",1,1,4822222.9,0
01-Aug-12,1155,"[10, 12, 13, 34, 35]",3,1,2480073.78,1
04-Aug-12,1156,"[12, 24, 29, 32, 36]",2,1,1000000.0,0
08-Aug-12,1157,"[8, 9, 29, 30, 32]",2,1,1000000.0,0
11-Aug-12,1158,"[2, 11, 28, 32, 36]",10,1,1000000.0,0
15-Aug-12,1159,"[2, 11, 14, 25, 30]",5,1,1290042.62,1
18-Aug-12,1160,"[4, 7, 15, 26, 35]",3,1,1000000.0,0
22-Aug-12,1161,"[4, 10, 23, 27, 29]",3,1,1000000.0,0
25-Aug-12,1162,"[16, 24, 25, 31, 36]",10,1,1.0,1
29-Aug-12,1163,"[1, 5, 20, 22, 36]",3,1,1000000.0,0
03-Aug-13,1259,"[11, 12, 20, 25, 31]",2,1,2337526.02,0
07-Aug-13,1260,"[23, 26, 28, 31, 34]",4,1,2807623.74,0
10-Aug-13,1261,"[3, 19, 20, 24, 29]",6,1,3349391.78,0
14-Aug-13,1262,"[5, 10, 11, 31, 32]",10,1,3877941.82,0
17-Aug-13,1263,"[2, 14, 24, 25, 28]",6,1,4546800.1,0
21-Aug-13,1264,"[14, 15, 25, 27, 29]",10,1,5166943.04,0
24-Aug-13,1265,"[14, 20, 23, 29, 33]",2,1,5961916.76,1
28-Aug-13,1266,"[3, 24, 26, 29, 34]",7,1,2000000.0,0
31-Aug-13,1267,"[1, 6, 13, 23, 33]",4,1,2000000.0,0
02-Aug-14,1361,"[3, 8, 10, 12, 13]",8,1,12570699.5,0
06-Aug-14,1362,"[7, 17, 20, 25, 33]",4,1,14008575.38,1
09-Aug-14,1363,"[12, 16, 18, 24, 28]",5,1,1.0,1
13-Aug-14,1364,"[4, 12, 22, 23, 25]",5,1,2000000.0,0
16-Aug-14,1365,"[5, 6, 7, 11, 29]",6,1,1.0,1
20-Aug-14,1366,"[6, 10, 23, 34, 35]",7,1,2000000.0,0
